(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.0, 1.0, 20.0)
(14.9, 1.0, 19.4)
(10.5, 1.0, 18.5)
(6.3, 1.0, 17.8)
(1.9, 1.0, 18.1)
(-2.4, 1.0, 18.6)
(-6.3, 1.0, 18.8)
(-10.0, 1.0, 19.4)
(-11.0, 1.0, 19.1)
(-11.0, 1.0, 19.1)
(-11.0, 1.0, 19.1)
(-13.3, 1.0, 18.1)
(-16.7, 1.0, 14.9)
(-18.6, 1.0, 10.5)
(-18.5, 1.0, 5.7)
(-14.5, 1.0, 3.4)
(-10.1, 1.0, 2.9)
(-5.6, 1.0, 2.6)
(-1.3, 1.0, 2.1)
(3.1, 1.0, 2.7)
(5.4, 1.0, 2.9)
(9.2, 1.0, 1.8)
(13.0, 1.0, 0.6)
(16.5, 1.0, -0.7)
(17.3, 1.0, -1.5)
(17.9, 1.0, -1.1)
(18.0, 1.0, -1.1)
(18.0, 1.0, -1.1)
(18.0, 1.0, -1.1)
(18.0, 1.0, -1.1)
(19.5, 1.0, -2.8)
(17.8, 1.0, -3.8)
(13.3, 1.0, -5.7)
(14.3, 1.0, -4.8)
(17.6, 1.0, -2.5)
(17.6, 1.0, -2.5)
(17.6, 1.0, -2.5)
(17.6, 1.0, -2.5)
(17.6, 1.0, -2.5)
(17.6, 1.0, -2.5)
(15.8, 1.0, -3.8)
